시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,대표품목,홈페이지주소,사용가능상품권,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
공릉동도깨비시장,상설장,서울특별시 노원구 동일로180길 37,서울특별시 노원구 공릉동 566-20,매일,37.62269001,127.0762455,109.0,"희수, 항이네분식, 하이닭강정, 푸른축산물도매센타",,,Y,Y,1970.0,02-976-4143,2025-11-10,B553077,소상공인시장진흥공단
돈암시장,상설장,서울특별시 성북구 동소문로18길 18 (돈암제일시장 고객편의센터),서울특별시 성북구 동소문동5가 59-2,매일,37.59153032,127.0159199,109.0,"흥부네 산꼼장어, 황해도떡집, 호호왕만두, 할머니빈대떡",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
연서시장,상설장,서울특별시 은평구 연서로 247,서울특별시 은평구 불광동 310-211,매일,37.6196977,126.9221717,91.0,"호남식당, 현대건어물, 해은이네, 하나로축산",,,Y,Y,1970.0,02-355-1272,2025-11-10,B553077,소상공인시장진흥공단
경주성동공설시장,상설장,경상북도 경주시 원화로 281번길 11-11,경상북도 경주시 성동동 57-38,매일,35.84554327,129.2162829,587.0,"화산수산, 화랑청과, 홍삼민물건강원, 혜진분식",,,Y,Y,1970.0,054-772-4226,2025-11-10,B553077,소상공인시장진흥공단
용상공설시장,상설장,경상북도 안동시 경동로 862,경상북도 안동시 용상동 1242,매일,36.55947454,128.7501611,69.0,"해선언니네, 평성떡방앗간, 추월반찬분식, 주식거래처",,,Y,Y,1970.0,054-821-0640,2025-11-10,B553077,소상공인시장진흥공단
양북시장,5일장,경상북도 경주시 문무대왕면 감은로 53-30,경상북도 경주시 문무대왕면 어일리 1295-556,5일+10일,35.79041062,129.4412131,37.0,"황보순노점, 하림식당, 창성숯불, 차화주노점",,,Y,Y,1970.0,054-776-0707,2025-11-10,B553077,소상공인시장진흥공단
양남시장,5일장,경상북도 경주시 양남면 하서중앙길 56-28,경상북도 경주시 양남면 하서리 1466-2,4일+9일,35.67538063,129.4636531,68.0,"하서제분, 영남약국, 안선약국, 구이구이",,,Y,Y,1970.0,054-774-3007,2025-11-10,B553077,소상공인시장진흥공단
선비골전통시장,상설장,경상북도 영주시 중앙로 83번길40,경상북도 영주시 영주동 373-5,매일,36.82425135,128.6231913,88.0,"해운수산물직매장, 한성상회, 하양상회, 하나청과",,,Y,Y,1970.0,054-634-7668,2025-11-10,B553077,소상공인시장진흥공단
외동시장,5일장,경상북도 경주시 외동읍 입실시장길 8-6,경상북도 경주시 외동읍 입실리 1018-7,3일+8일,35.71460009,129.3257089,45.0,"태향상회, 입실생선, 노점(도너츠), 노점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
고령대가야시장,5일장,경상북도 고령군 대가야읍 시장3길29,경상북도 고령군 대가야읍 지산리 222-2,4일+9일,35.72731251,128.2666754,80.0,"희한한제과점, 현풍건어물, 헐타야채, 향진상회",,,Y,Y,1970.0,054-954-5445,2025-11-10,B553077,소상공인시장진흥공단
구미공단종합시장,상설장,경상북도 구미시 수출대로3길107,경상북도 구미시 공단동 107,매일,36.12063838,128.3715387,42.0,"즉석달웅도너츠, 싱푸마라앤꼬치 구미비산점, 봉화보리밥, 보경순대",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
구미파크시장,상설장,경상북도 구미시 송동로 154,경상북도 구미시 도량동 77,매일,36.14936268,128.3254726,38.0,"옥자축산, 민우네부산횟집, 미담떡방앗간, 짱세탁",,,Y,Y,1970.0,054-442-7663,2025-11-10,B553077,소상공인시장진흥공단
영주공설시장,상설장,경상북도 영주시 구성로 330번길 30,경상북도 영주시 하망동 362-4,매일,36.82255263,128.6263234,83.0,"회관식육식당, 화성야채, 현미야식당, 함창식당",,,Y,Y,1970.0,054-635-9876,2025-11-10,B553077,소상공인시장진흥공단
금오시장,상설장,경상북도 구미시 금오시장로13,경상북도 구미시 원평동 1028-2,매일,36.12611615,128.3406025,119.0,"국수면돼지, 미앤미뷰티, 루다온새, 뉴팜",,,Y,Y,1970.0,054-456-7321,2025-11-10,B553077,소상공인시장진흥공단
구미종합상가시장,상설장,경상북도 구미시 구미중앙로9길 14-6,경상북도 구미시 원평동 119-15,매일,36.13051882,128.3304432,57.0,"쩡이네김밥, 중앙수산, 신천식당, 시장건어물",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
봉덕신시장,상설장,대구광역시 남구 봉덕로 115,대구광역시 남구 봉덕동 953-31,매일,35.84510487,128.6033943,219.0,"행복한빵집, 함창쌀집, 하나로축산, 포항생선",,,Y,Y,1970.0,053-473-4731,2025-11-10,B553077,소상공인시장진흥공단
가락타운상가시장,상설장,부산광역시 사하구 하신번영로 233,부산광역시 사하구 하단동 1175,매일,35.10107699,128.9579668,128.0,"패밀리푸드, 원석유통, 올마이티키친 하단점, 아뜨크림",,,Y,Y,1970.0,051-205-9867,2025-11-10,B553077,소상공인시장진흥공단
장천시장,5일장,경상북도 구미시 장천면 상장5길 4,경상북도 구미시 장천면 상장리 918,5일+10일,36.12569593,128.4934096,48.0,"시장식육식당, 삼호식육식당, 돈주는정육점, 참마트(장천)",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
자갈치시장,상설장,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,매일,35.09662907,129.030569,227.0,"화영상회, 혜원상회, 해금수산, 해광상회",,,Y,Y,1970.0,051-231-2263,2025-11-10,B553077,소상공인시장진흥공단
함양토종약초시장,상설장,경상남도 함양군 안의면 약초시장길 27,경상남도 함양군 안의면 이전리 15,매일,35.62596226,127.8137124,22.0,"신진농산, 생약수집소, 백초농원",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
황남상가시장,상설장,경상북도 경주시 포석로1058-7,경상북도 경주시 황남동 307-1,매일,35.83566075,129.2103092,57.0,"황남밀면, 홍당무, 테이스팅쿠킹(양월), 점점",,,Y,Y,1970.0,054-701-0030,2025-11-10,B553077,소상공인시장진흥공단
자인공설시장,5일장,경상북도 경산시 자인면 자인로 206-4,경상북도 경산시 자인면 서부리 254,3일+8일,35.81649983,128.8229427,48.0,"효림, 창녕이방소구레, 즉석어묵, 제일정미소",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
감포시장,5일장,경상북도 경주시 감포읍 감포로 115,경상북도 경주시 감포읍 감포리 436-1,3일+8일,35.80410761,129.502011,46.0,"태양건어물, 청정건어물 1호점, 청정건어물, 의원상회",,,Y,Y,1970.0,054-777-1102,2025-11-10,B553077,소상공인시장진흥공단
건천시장,5일장,경상북도 경주시 건천읍 내서로 1131-1,경상북도 경주시 건천읍 건천리 339-4,5일+10일,35.84830099,129.1048124,37.0,"한양상회, 진양닭집, 원두막, 신성떡방앗간",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
불국시장,5일장,경상북도 경주시 불국장터길 23-2,경상북도 경주시 구정동 429-7,4일+9일,35.77599831,129.3008003,34.0,"멕시카나치킨, 노점, 시장철물, 대동건재",,,Y,Y,1970.0,054-745-2003,2025-11-10,B553077,소상공인시장진흥공단
중앙신시장,5일장,경상북도 안동시 대안로98-15,경상북도 안동시 옥야동 285-1,2일+7일,36.56510661,128.7241511,406.0,"호산나웰빙건강원, 형제상회, 행복한갓빵, 행복떡집",,,Y,Y,1970.0,054-842-0040,2025-11-10,B553077,소상공인시장진흥공단
진해중앙시장,상설장,경상남도 창원시 진해구 벚꽃로 60번길 25,경상남도 창원시 진해구 화천동 60-1,매일,35.15106741,128.6656454,290.0,"희야정육백화점, 황금횟집, 황금소라수산, 행복한찹쌀꽈배기",,,Y,Y,1970.0,055-547-7990,2025-11-10,B553077,소상공인시장진흥공단
창원기계공구상가시장,상설장,경상남도 창원시 의창구 창원대로 400,경상남도 창원시 의창구 팔용동 16-1,매일,35.23376619,128.6410715,194.0,"피씨마트, 명문, 국제FA",,,Y,Y,1970.0,055-238-0598,2025-11-10,B553077,소상공인시장진흥공단
통영중앙전통시장,5일장,경상남도 통영시 중앙시장1길14-16,경상남도 통영시 중앙동 38-4,2일+7일,34.84529762,128.4246206,275.0,"혜숙이네, 행운분식, 해진수산, 해미건어물",,,Y,Y,1970.0,055-649-5225,2025-11-10,B553077,소상공인시장진흥공단
하동공설시장,5일장,경상남도 하동군 하동읍 시장 1길 12-2,경상남도 하동군 하동읍 읍내리 258-1,2일+7일,35.0698114,127.7483819,140.0,"현이집, 하동층무김밥, 하동시장통돼지, 하동수산",,,Y,Y,1970.0,055-884-2312,2025-11-10,B553077,소상공인시장진흥공단
반송시장,상설장,경상남도 창원시 성산구 원이대로473번길 20-11,경상남도 창원시 성산구 반림동 17-13,매일,35.23514045,128.6710424,136.0,"충남건어물, 용읍이상회, 엄마손지짐이, 봉림농산",,,Y,Y,1970.0,055-275-0449,2025-11-10,B553077,소상공인시장진흥공단
창원코아상가시장,상설장,경상남도 창원시 성산구 상남로 71,경상남도 창원시 성산구 상남동 73-4,매일,35.22044112,128.6795378,120.0,"합천숯불갈비, 정식뷔페, 달콤잇데이, 피엔시(P&C)",,,Y,Y,1970.0,055-282-0435,2025-11-10,B553077,소상공인시장진흥공단
창녕상설시장,5일장,경상남도 창녕군 창녕읍 시장길 66,경상남도 창녕군 창녕읍 164-38,3일+8일,37.5,127.0,78.0,"창녕과일상회, 장원바다횟집, 일이오식당, 싱싱과일",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
마산어시장,상설장,경상남도 창원시 마산합포구 복요리로 7,경상남도 창원시 마산합포구 동성동 314,매일,35.20376135,128.5789567,683.0,"흑보상회, 효성수산, 황씨냉동, 확 싸다네",,,Y,Y,1970.0,055-224-0009,2025-11-10,B553077,소상공인시장진흥공단
마산역번개시장,상설장,경상남도 창원시 마산회원구 석전동 17길 37,경상남도 창원시 마산회원구 석전동 227-1,매일,35.23672222,128.5787496,80.0,"황금쌀집, 현대상회, 한아름상회, 하동상회",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
북동공설시장,상설장,경상남도 창원시 의창구 의안로 49번길 30,경상남도 창원시 의창구 북동 249-1,매일,35.26617837,128.6206956,45.0,"청명아구찜, 은혜만두, 유명회관, 웰빙식당",,,Y,Y,1970.0,055-299-3108,2025-11-10,B553077,소상공인시장진흥공단
다대씨-파크시장,상설장,부산광역시 사하구 다대동로 20,부산광역시 사하구 다대동 680-2,매일,35.05514162,128.9719714,231.0,"하단활어, 통영횟집, 탐라활어, 충무활어",,,Y,Y,1970.0,051-262-0180,2025-11-10,B553077,소상공인시장진흥공단
당리시장,상설장,부산광역시 사하구 제석로62번길 16,부산광역시 사하구 당리동 143-1,매일,35.10546316,128.9753435,32.0,"혜성떡방, 한새들쌀직판장, 이웃마트, 덕성참기름",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
하단시장,상설장,부산광역시 사하구 승학로2번길 1,부산광역시 사하구 당리동 302-7,매일,35.10627945,128.9694852,48.0,"경남청과, 위더스, 스시윤, 메디컬본약국",,,Y,Y,1970.0,051-291-7032,2025-11-10,B553077,소상공인시장진흥공단
신평종합시장,상설장,부산광역시 사하구 다대로134번길 44,부산광역시 사하구 신평동 111-213,매일,35.09162211,128.9767093,21.0,"통통유통, 디씨가구",,,Y,Y,1970.0,051-903-4830,2025-11-10,B553077,소상공인시장진흥공단
장림시장,상설장,부산광역시 사하구 장림번영로 22,부산광역시 사하구 장림동 792-7,매일,35.08093025,128.9677464,29.0,"황금야채, 형제상회, 행복한밥집, 주례식품",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
장림골목시장,상설장,부산광역시 사하구 장림시장 5길 95,부산광역시 사하구 장림동 641-268,매일,35.0804627,128.9676804,90.0,"향미횟집, 하동섬진강재첩국, 포도분식, 총각야채 및 장림상회",,,Y,Y,1970.0,051-261-5354,2025-11-10,B553077,소상공인시장진흥공단
하단오일상설시장,5일장,부산광역시 사하구 제석로17번길 1,부산광역시 사하구 하단동 620-8,2일+7일,35.10372566,128.9708055,108.0,"하단맛집, 하단떡집, 털보상회, 충청상회",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
에덴골목시장,상설장,부산광역시 사하구 낙동대로535번길 33,부산광역시 사하구 하단동 500-29,매일,35.11114738,128.9627261,43.0,"하단끝집, 진떡방앗간, 킹할인마트, 수입식육전문점(대림수입식육점)",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
동대신1동골목시장,상설장,부산광역시 서구 대영로74번길 4,부산광역시 서구 동대신동1가 129-6,매일,35.1103097,129.019196,37.0,"한우고집 숯불구이, 서울통닭, 미미떡방, 동해횟집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
대신시장,상설장,부산광역시 서구 대영로 78,부산광역시 서구 동대신동1가 113-1,매일,35.11037336,129.0197021,88.0,"부산즉석어묵, 흥덕정육점, 한진상회, 칠갑산",,,Y,Y,1970.0,051-242-1459,2025-11-10,B553077,소상공인시장진흥공단
서대신1동골목시장,상설장,부산광역시 서구 대영로30번길 19-1,부산광역시 서구 서대신동1가 149-4,매일,35.1086586,129.0144397,27.0,"흥진하동쌀상회, 청정횟집, 진한우, 쌀통닭(부산서대신점)",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
서대신동골목시장,상설장,부산광역시 서구 구덕로295번길 4,부산광역시 서구 서대신동2가 99-5,매일,35.11041299,129.0173233,91.0,"포항가자미횟집, 특수본, 통영생굴, 제일상사",,,Y,Y,1970.0,051-253-8814,2025-11-10,B553077,소상공인시장진흥공단
아미시장,상설장,부산광역시 서구 아미초장로 132,부산광역시 서구 아미동2가 96-11,매일,35.09965023,129.0174856,30.0,"제일식육마트, 농심쌀직판장, 화장품이야기, 한영약국",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
송남시장,상설장,부산광역시 서구 충무대로 34,부산광역시 서구 암남동 346-2,매일,35.07851,129.0168108,32.0,"한성식육식당, 금마쿡, S&H(에스 앤 에이치), 탑플러스마트",,,Y,Y,1970.0,051-255-4059,2025-11-10,B553077,소상공인시장진흥공단
충무동해안시장,상설장,부산광역시 서구 자갈치로 14-12,부산광역시 서구 충무동1가 1-74,매일,35.09588564,129.0259893,77.0,"호야수산, 협진통닭, 현풍상회, 해안상회",,,Y,Y,1970.0,051-247-7740,2025-11-10,B553077,소상공인시장진흥공단
충무동골목시장,상설장,부산광역시 서구 충무대로267번길 5,부산광역시 서구 충무동1가 38-32,매일,35.09428445,129.023658,151.0,"포항물회, 포동충무김밥, 평화상회, 통큰장터 충무점",,,Y,Y,1970.0,051-242-3722,2025-11-10,B553077,소상공인시장진흥공단
광안시장,상설장,부산광역시 수영구 수영로603번길 18,부산광역시 수영구 광안동559-2,매일,35.16017853,129.1124667,53.0,"함양상회, 충남방앗간, 지희네, 자연산 막썰어 횟집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
삼익비치B상가시장,상설장,부산광역시 수영구 광안해변로 95,부산광역시 수영구 남천동 148-9,매일,35.14321639,129.1139867,78.0,"풍창식품, 순쌀빵, 남천비치충무김밥, 팥익당",,,Y,Y,1970.0,051-626-8843,2025-11-10,B553077,소상공인시장진흥공단
남천해변시장,상설장,부산광역시 수영구 광안해변로15번길 77,부산광역시 수영구 남천동 556,매일,35.13915725,129.1090438,154.0,"혜미네 생선가게, 형제초장집, 형제상회, 햇님초장",,,Y,Y,1970.0,051-624-9646,2025-11-10,B553077,소상공인시장진흥공단
삼익비치A상가시장,상설장,부산광역시 수영구 광안해변로 95,부산광역시 수영구 남천동 148-9,매일,35.14321639,129.1139867,108.0,"한양스토아남천점, 핑크, 펫편의점, 토마토",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
